category,title,price,img_url,Brand,Material,Body Finish,Application Area,Contry of Origin,IP Rating,Warranty,Mounting System,Height,Diameter,Lamp Type,Length,Width,LED Color (CCT),Dimmable,Voice Control,Location,Cutout Diameter,Wattage,Voltage,Technical Specsheet
ceiling-lights,ANKUR BROOKLYN 4 LIGHT BLACK METAL SPHERE CAGE CHANDELIER,"₹ 14,800",//www.ankurlighting.com/cdn/shop/products/ankur-brooklyn-4-light-black-metal-sphere-cage-chandelier-ankur-lighting-1.jpg?v=1695131782&width=1250,Ankur Lighting,Metal,Black / Amber,Indoor (Dry Rated),,IP 20,12 Months,Surface,,400MM (1.31 feet.),E27,,,,,,,,,,
ceiling-lights,ANKUR BRONX 4 LIGHT RECTANGLE METAL CAGE CHANDELIER,"₹ 15,500",//www.ankurlighting.com/cdn/shop/products/ankur-bronx-4-light-rectangle-metal-cage-chandelier-ankur-lighting-1.jpg?v=1695131764&width=1250,Ankur Lighting,Metal,Black / Amber,Indoor (Dry Rated),,IP 20,12 Months,Surface,230MM (0.75 feet.),,E27,800MM (2.62 feet.),180MM (0.59 feet.),,,,,,,,
ceiling-lights,ANKUR HYDRON 10 LIGHT METAL AND MILKY GLOBE CHANDELIER,"₹ 19,800",//www.ankurlighting.com/cdn/shop/products/ankur-hydron-10-light-metal-and-milky-globe-chandelier-ankur-lighting-1.jpg?v=1695131764&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),,IP 20,12 Months,Surface,180MM (0.59 feet.),,E27,890MM (2.92 feet.),520MM (1.71 feet.),,Yes,,Indoor (Dry Rated),,,,
ceiling-lights,ANKUR ROMA 25 LIGHT CHAMPAGNE GLASS WITH GOLD METAL RADIANT CHANDELIER,"₹ 58,000",//www.ankurlighting.com/cdn/shop/products/ankur-roma-25-light-champagne-glass-with-gold-metal-radiant-chandelier-ankur-lighting-1.jpg?v=1695131746&width=1250,Ankur Lighting,Glass,Gold and Amber,Indoor (Dry Rated),,IP 20,12 Months,Surface,170MM (0.55 Feet),,G4,1270MM (4.16 Feet),520MM (1.70 Feet),,,,,,,,
ceiling-lights,ANKUR BURST 5 LIGHT MODERN CONTEMPORARY CHANDELIER,"₹ 59,000",//www.ankurlighting.com/cdn/shop/products/ankur-burst-5-light-modern-contemporary-chandelier-ankur-lighting-1.jpg?v=1695131724&width=1250,Ankur Lighting,Glass,Black / gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,800MM (2.62 feet.),900MM (2.95 feet.),E27,,,,,,,,,,Download SpecSheet
ceiling-lights,ANKUR SATURN 9 LIGHT GOLD CHANDELIER WITH MILKY WHITE GLOBE,"₹ 38,000",//www.ankurlighting.com/cdn/shop/products/ankur-saturn-9-light-gold-chandelier-with-milky-white-globe-ankur-lighting-1.jpg?v=1695131724&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,,12 Months,Surface,1200MM (3.94 feet.),780MM (2.56 feet.),G4,,,,,,,,,220-240V,
ceiling-lights,ANKUR GLASS BUBBLE RING CHANDELIER,"₹ 42,000",//www.ankurlighting.com/cdn/shop/products/ankur-glass-bubble-ring-chandelier-ankur-lighting-1.png?v=1695131654&width=1250,Ankur Lighting,Glass,Gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,680MM (2.2 feet),680MM (2.2 feet),G4,,,,,,,,,,
ceiling-lights,ANKUR 12 LIGHTS SUPREME GLOBE CHANDELIER,"₹ 22,800",//www.ankurlighting.com/cdn/shop/products/ankur-12-lights-supreme-globe-chandelier-ankur-lighting-1.jpg?v=1695131637&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),,IP 20,12 Months,Surface,180MM (0.59 feet.),,E27,890MM (2.92 feet.),890MM (2.92 feet.),,No,,,,,,
ceiling-lights,ANKUR JONAS 8 LIGHT CHAMPAGNE GLASS WITH GOLDEN LINEAR CHANDELIER,"₹ 28,000",//www.ankurlighting.com/cdn/shop/products/ankur-jonas-8-light-champagne-glass-with-golden-linear-chandelier-ankur-lighting-1.jpg?v=1695131637&width=1250,Ankur Lighting,Metal,Gold / Amber,Indoor (Dry Rated),,IP 20,12 Months,Surface,235MM (0.77 feet.),,G9,910MM (2.99 feet.),610MM (2 feet.),,,,,,,,
ceiling-lights,ANKUR IRIS 8 LIGHT CLEAR CRYSTAL CHANDELIER,"₹ 52,000",//www.ankurlighting.com/cdn/shop/products/ankur-iris-8-light-clear-crystal-chandelier-ankur-lighting-1.jpg?v=1695131637&width=1250,Ankur Lighting,Glass,,Indoor (Dry Rated),,IP 20,12 Months,Surface,690MM (2.26 feet.),,E14,700MM (2.3 feet.),700MM (2.3 feet.),,,,,,,,
ceiling-lights,ANKUR GLASS BUBBLES TREE CHANDELIER,"₹ 29,000",//www.ankurlighting.com/cdn/shop/products/ankur-glass-bubbles-tree-chandelier-ankur-lighting-1.png?v=1695131576&width=1250,Ankur Lighting,Glass,Gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,(2 feet) 600,(2 feet) 600,G9,,,,,,,,,110-220V,
ceiling-lights,ANKUR 12 LIGHT MARIA COQUINE UMBRELLA BACCARAT STYLE CRYSTAL CHANDELIER,"₹ 2,05,000",//www.ankurlighting.com/cdn/shop/products/ankur-12-light-maria-coquine-umbrella-baccarat-style-crystal-chandelier-ankur-lighting-1.jpg?v=1695131576&width=1250,Ankur Lighting,Metal,White / Black,Indoor (Dry Rated),,IP 20,12 Months,Surface,(5 feet) 1500,(3.3 feet) 1000,E14,,,,No,,,,,110-220V,
ceiling-lights,ANKUR GLASS PENCIL ROUND GOLD LED HANGING CHANDELIER,"₹ 32,500",//www.ankurlighting.com/cdn/shop/products/ankur-glass-pencil-round-gold-led-hanging-chandelier-ankur-lighting-1.jpg?v=1695131407&width=1250,Ankur Lighting,Metal,Gold,,,,12 Months,Surface,,600MM (1.97 feet.),LED SMD,,,,With Dimmable Driver (Optional),,,,15,220-240,
ceiling-lights,ANKUR ROUND WU LAYERED SPARKLING CRYSTAL LED CHANDELIER,"₹ 48,500",//www.ankurlighting.com/cdn/shop/products/ankur-round-wu-layered-sparkling-crystal-led-chandelier-ankur-lighting-1.jpg?v=1695131407&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,,12 Months,Surface,,800,LED SMD,,,,No,,,,,220-240V,
ceiling-lights,ANKUR EMMA 16 GLOBE RADIANT GOLD CHANDELIER,"₹ 19,800",//www.ankurlighting.com/cdn/shop/products/ankur-emma-16-globe-radiant-gold-chandelier-ankur-lighting-1.jpg?v=1695131261&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),China,,12 Months,Surface,1110MM (3.64 feet.),,E27,920MM (3.02 feet.),260MM (0.85 feet.),,,,,,,80-240V,
architectural-lights,ANKUR 4 FEET SLIM LED PANEL LIGHT,"₹ 2,650",//www.ankurlighting.com/cdn/shop/products/ankur-4-feet-slim-led-panel-light-ankur-lighting-1.jpg?v=1695132682&width=1250,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),India,IP 20,12 Months,,,,LED SMD,1200MM (3.94 feet.),150MM (0.49 feet.),6500K,,,,,24,210-230V,
architectural-lights,ANKUR TRACK RAIL CHANNEL FOR TRACK LIGHTS,₹ 450,//www.ankurlighting.com/cdn/shop/files/ankur-track-rail-channel-for-track-lights-ankur-lighting-1.jpg?v=1695132483&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),,,12 Months,Surface,35,,,2000,35,,,,,,,220V,
architectural-lights,ANKUR TRIM LED PANEL LIGHT,₹ 450,//www.ankurlighting.com/cdn/shop/products/ankur-trim-led-panel-light-ankur-lighting-1.jpg?v=1695132555&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),,IP 20,12 Months,,,170MM (0.55 feet.),LED SMD,170MM (0.55 feet.),170MM (0.55 feet.),6500K,,,,150MM (0.49 feet.),22,180-240V,
architectural-lights,ANKUR ROXX LED TRACK LIGHT,₹ 750,//www.ankurlighting.com/cdn/shop/products/ankur-roxx-led-track-light-ankur-lighting-1.jpg?v=1695131356&width=1250,Ankur Lighting,Aluminium,Gold,Indoor (Dry Rated),,IP 20,12 Months,Recess,145MM (0.5 feet.),56MM (0.18 feet.),LED COB,,,6500K,With Dimmable Driver (Optional),,,,15,180-230V,Download SpecSheet
architectural-lights,ANKUR ASTRA SURFACE LED PANEL LIGHT,₹ 400,//www.ankurlighting.com/cdn/shop/files/SurfaceCover.jpg?v=1703938206&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),India,,12 Months,Surface,40MM (0.13feet.),220MM (0.72feet.),,220MM (0.72feet.),220MM (0.72feet.),6500K,,,,,22,100-220V,
architectural-lights,ANKUR ASTRA RECESSED LED PANEL LIGHT,₹ 350,//www.ankurlighting.com/cdn/shop/files/RecCover.jpg?v=1703939615&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),India,,12 Months,Recess,,220MM (0.72feet.),,220MM (0.72feet.),220MM (0.72feet.),6500K,,,,207MM (0.67feet.),22,100-220V,
architectural-lights,ANKUR VEE ONE-WAY OUTDOOR WATERPROOF IP RATED LED WALL LIGHT,₹ 590,//www.ankurlighting.com/cdn/shop/products/ankur-vee-one-way-outdoor-waterproof-ip-rated-led-wall-light-ankur-lighting-1.jpg?v=1695132393&width=1250,Ankur Lighting,Aluminium,Grey,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,75MM (0.25 feet.),,LED COB,80MM (0.26 feet.),63MM (0.21 feet.),,No,,,,3,180-240V,Download SpecSheet
architectural-lights,ANKUR GLITZ LED SURFACE DOWNLIGHT,"₹ 1,150",//www.ankurlighting.com/cdn/shop/products/ankur-glitz-led-surface-downlight-ankur-lighting-1.jpg?v=1695132519&width=1250,Ankur Lighting,Aluminium,Antique Brass+Black,Indoor (Dry Rated),India,IP 20,12 Months,Surface,90MM (0.3 feet.),75MM (0.25 feet.),LED COB,,,4000K,With Dimmable Driver (Optional),,,,12,180-220V,Download SpecSheet
architectural-lights,ANKUR EURO BEND LED LIGHT,"₹ 1,950",//www.ankurlighting.com/cdn/shop/products/ankur-euro-bend-led-light-ankur-lighting-1.jpg?v=1695132519&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),India,IP 20,12 Months,,110MM (0.36 feet.),100MM (0.32 feet.),LED COB,,,6500K,With Dimmable Driver (Optional),,,100MM (0.32 feet.),12,220-240V,
architectural-lights,ANKUR 2 x 2 (600MM x 600MM) ECO LED SQUARE PANEL LIGHT,"₹ 1,250",//www.ankurlighting.com/cdn/shop/products/ankur-2-x-2-600mm-x-600mm-eco-led-square-panel-light-ankur-lighting-1.jpg?v=1695131356&width=1250,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),India,IP 20,12 Months,Recess,,,LED SMD,600MM (2 feet.),600MM (2 feet.),6500K,,,,,42,180-220V,
architectural-lights,ANKUR QUEST VINTAGE STYLE METAL AND GLASS HANGING LIGHT,"₹ 8,650",//www.ankurlighting.com/cdn/shop/products/ankur-quest-vintage-style-metal-and-glass-hanging-light-ankur-lighting-1.webp?v=1695131936&width=800,Ankur Lighting,Glass,Amber,Indoor (Dry Rated),China,,12 Months,,210MM (8.3 inches),265MM (10.4 inches),E27,,,,,,,,,,
architectural-lights,ACORN NORDIC STYLE METAL WITH WOOD TOP PENDANT LIGHT,"₹ 2,450",//www.ankurlighting.com/cdn/shop/products/acorn-nordic-style-metal-with-wood-top-pendant-light-ankur-lighting-1.jpg?v=1695131616&width=1250,Ankur Lighting,Aluminium,Black / White,Indoor (Dry Rated),,IP 20,12 Months,Surface,225MM (0.7 Feet),355MM ((1.2 Feet),E27,,,,No,,,,,,
architectural-lights,ANKUR TAMBOR LED DRUM PENDANT LIGHT,"₹ 5,800",//www.ankurlighting.com/cdn/shop/products/ankur-tambor-led-drum-pendant-light-ankur-lighting-1.jpg?v=1695132226&width=1250,Ankur Lighting,Aluminium,,Indoor (Dry Rated),,,12 Months,Surface,,,LED SMD,,,,,,,,,180-240V,
architectural-lights,ANKUR FLEXI BEDSIDE LED WALL LIGHT,₹ 975,//www.ankurlighting.com/cdn/shop/products/ankur-flexi-bedside-led-wall-light-ankur-lighting-1.jpg?v=1695131328&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),India,IP 20,12 Months,Surface,500MM (1.6 feet.),40MM (1.6 inch.),LED COB,,,3000K,,,,,3,220-280V,
architectural-lights,ANKUR 20MM LED MAGNETIC TRACK CHANNEL,"₹ 1,700",//www.ankurlighting.com/cdn/shop/products/ankur-20mm-led-magnetic-track-channel-ankur-lighting-1.jpg?v=1695132683&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),China,IP 20,12 Months,,56MM (0.18 Feet.),,,2000MM (6.6 Feet.),67MM (0.21 Feet.),,,,,,,180-230V,
architectural-lights,Ankur Euro Senior Pull-Out Round Recessed LED Downlight,"₹ 3,200",//www.ankurlighting.com/cdn/shop/products/ankur-euro-senior-pull-out-round-recessed-led-downlight-ankur-lighting-1.jpg?v=1695132353&width=1250,Ankur Lighting,Aluminium,Grey,Indoor (Dry Rated),,IP 20,12 Months,Recess,(6 inch) 151,(3 inch) 75,LED COB,,,6500K,,,,70MM (0.23 feet.),6,AC220V-50/60Hz,
architectural-lights,ANKUR EURO TOM RECESSES LED DOWNLIGHT,"₹ 1,250",//www.ankurlighting.com/cdn/shop/products/ankur-euro-tom-recesses-led-downlight-ankur-lighting-1.jpg?v=1695132320&width=1250,Ankur Lighting,Aluminium,Grey,Indoor (Dry Rated),,IP 20,12 Months,Recess,58MM (0.19 feet.),40MM (0.13 feet.),LED COB,,,4000K,,,,35MM (0.11 feet.),5,AC85-265V 50-60Hz,
architectural-lights,ANKUR MINI REXX ROUND 9W LED PANEL LIGHT,₹ 360,//www.ankurlighting.com/cdn/shop/products/ankur-mini-rexx-round-9w-led-panel-light-ankur-lighting-4.jpg?v=1714215385&width=1250,Ankur Lighting,Plastic,White,Indoor (Dry Rated),,IP 20,12 Months,Recess,,120MM (0.4 feet.),LED SMD,,,,,,,100MM (0.32 feet.),9,AC100-240V,
architectural-lights,ANKUR VEE UP DOWN OUTDOOR WATERPROOF IP RATED LED WALL LIGHT,₹ 950,//www.ankurlighting.com/cdn/shop/products/ankur-vee-up-down-outdoor-waterproof-ip-rated-led-wall-light-ankur-lighting-1.jpg?v=1695132415&width=1250,Ankur Lighting,Aluminium,Grey,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,140MM (0.46 feet.),,LED COB,80MM (0.26 feet.),63MM (0.21 feet.),,No,,,,6,180-240V,Download SpecSheet
architectural-lights,ANKUR DELTA EURO COOL RECESSED LED DOWNLIGHT,₹ 850,//www.ankurlighting.com/cdn/shop/products/ankur-delta-euro-cool-recessed-led-downlight-ankur-lighting-1.jpg?v=1695132353&width=1250,Ankur Lighting,Aluminium,White+Gold,Indoor (Dry Rated),,IP 44,12 Months,Recess,78MM (0.26 feet.),85MM (0.28 feet.),LED COB,,,4000K,With Dimmable Driver (Optional),,,75MM (0.24 feet.),12,180-240V,
architectural-lights,ANKUR ZR LED MODULE LAMP,₹ 490,//www.ankurlighting.com/cdn/shop/products/ankur-zr-led-module-lamp-ankur-lighting-1.jpg?v=1695132025&width=1250,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),,,12 Months,,75MM (0.25 feet.),50MM (0.16 feet.),LED COB,,55MM (0.18 feet.),6500K,With Dimmable Driver (Optional),,,,12,180-240V,
architectural-lights,ANKUR ROTED 4-WAY ROUND OUTDOOR LED WALL LIGHT,"₹ 1,900",//www.ankurlighting.com/cdn/shop/products/ankur-roted-4-way-round-outdoor-led-wall-light-ankur-lighting-1.jpg?v=1695131890&width=1250,Ankur Lighting,Aluminium,Dark Grey,Outdoor (Wet Rated),,IP 6X,12 Months,Surface,,120MM (0.39 feet.),LED COB,,,,No,,,,3,AC100-240V,Download SpecSheet
architectural-lights,ANKUR TOM DIXON FAT PENDANT LIGHT,₹ 950,//www.ankurlighting.com/cdn/shop/products/ankur-tom-dixon-fat-pendant-light-ankur-lighting-1.jpg?v=1695131382&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,,12 Months,Surface,295MM (0.96 feet.),170MM (0.55 feet.),E27,,,,,,,,,,
architectural-lights,ANKUR RINGO LED TRACK LIGHT,"₹ 1,650",//www.ankurlighting.com/cdn/shop/files/ankur-ringo-led-track-light-ankur-lighting-1.jpg?v=1695131356&width=1250,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),India,IP 20,12 Months,Surface,155MM (0.5 Feet),90MM (0.29 Feet),LED COB,,,6500K,With Dimmable Driver (Optional),,,,40,180-240V,
architectural-lights,ANKUR OUTDOOR RATED IN-GROUND BURIAL IN SS WITH GU10 LED,₹ 950,//www.ankurlighting.com/cdn/shop/products/ankur-outdoor-rated-in-ground-burial-in-ss-with-gu10-led-ankur-lighting-1.jpg?v=1695132114&width=1250,Ankur Lighting,Aluminium,Stainless steel,Outdoor (Wet Rated),,IP 54,12 Months,Recess,105MM (0.34feet.),110MM (0.36feet.),,,,,,,,100MM (0.32feet.),,,Download SpecSheet
architectural-lights,ANKUR DOXX LED OUTDOOR GARDEN FACADE LIGHT,"₹ 2,350",//www.ankurlighting.com/cdn/shop/products/ankur-doxx-led-outdoor-garden-facade-light-ankur-lighting-1.jpg?v=1695132086&width=1250,Ankur Lighting,Aluminium,Black,Outdoor (Wet Rated),India,IP 6X,12 Months,Surface,135MM (0.44 feet.),35MM (0.11 feet.),LED COB,,,3000K,With Dimmable Driver (Optional),,,,6,180-230V,Download SpecSheet
architectural-lights,ANKUR COMPATTA CUBO OUTDOOR LED WALL LIGHT,₹ 750,//www.ankurlighting.com/cdn/shop/products/ankur-compatta-cubo-outdoor-led-wall-light-ankur-lighting-1.jpg?v=1695131890&width=1250,Ankur Lighting,Aluminium,White,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,63MM (0.20feet),,LED SMD,(2.5 inch) 63,(2.5 inch) 63,,,,,,12,180-230V,Download SpecSheet
architectural-lights,ANKUR DESIRE ROUND LED WALL LIGHT,"₹ 2,850",//www.ankurlighting.com/cdn/shop/products/ankur-desire-round-led-wall-light-ankur-lighting-1.jpg?v=1695131576&width=1250,Ankur Lighting,Aluminium,Antique Brass,Indoor (Dry Rated),India,IP 20,12 Months,Surface,92MM (0.30feet.),295MM (0.97feet.),LED SMD,,,3000K,,,,,13,AC100-240V,Download SpecSheet
architectural-lights,ANKUR GEOM HEXAGON LED PENDANT LIGHT,"₹ 4,700",//www.ankurlighting.com/cdn/shop/products/ankur-geom-hexagon-led-pendant-light-ankur-lighting-1.jpg?v=1695131382&width=1250,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),India,IP 20,24 Months,Surface,45MM (0.14 feet.),600MM (1.97 feet.),LED SMD,600MM (2 feet.),,6500K,With Dimmable Driver (Optional),,,,40,220-240V,
architectural-lights,ANKUR GLORIA HONEYCOMB RECESSED LED DOWNLIGHT,"₹ 1,700",//www.ankurlighting.com/cdn/shop/files/ankur-gloria-honeycomb-recessed-led-downlight-ankur-lighting-1.jpg?v=1695132942&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),,IP 20,12 Months,Recess,55MM (0.18 Feet),105MM (0.34 Feet),LED COB,,,6500K,,,,95MM (0.311 Feet),,110-240V,
architectural-lights,ANKUR BARN DOOR LED TRACK LIGHT WITH FLAPS,"₹ 2,450",//www.ankurlighting.com/cdn/shop/products/ankur-barn-door-led-track-light-with-flaps-ankur-lighting-1.jpg?v=1695132461&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),India,IP 20,12 Months,Surface,(4 inch) 100,(3.3 inch) 85,LED COB,,,6500K,,,,,30,180-240V,
architectural-lights,Ankur Lana Recessed 12W Adjustable LED Downlight,₹ 795,//www.ankurlighting.com/cdn/shop/products/ankur-lana-recessed-12w-adjustable-led-downlight-ankur-lighting-1.jpg?v=1695132437&width=1250,Ankur Lighting,Aluminium,Black / White / Grey,Indoor (Dry Rated),,IP 20,12 Months,Recess,50MM (2 INCH),74MM (2.9 INCH),LED COB,,,,,,,65MM (2.55 INCH),12,AC85-265V 50-60Hz,
architectural-lights,ANKUR LENSO 2-WAY NARROW BEAM OUTDOOR RATED LED WALL LIGHT,"₹ 1,450",//www.ankurlighting.com/cdn/shop/products/ankur-lenso-2-way-narrow-beam-outdoor-rated-led-wall-light-ankur-lighting-1.jpg?v=1695132305&width=1250,Ankur Lighting,Aluminium,Graphite grey,Outdoor (Wet Rated),,IP 54,12 Months,Surface,124MM (0.41 feet.),,LED SMD,60MM (0.2 feet.),43MM (0.14 feet.),,No,,,,3,AC100-240V,Download SpecSheet
architectural-lights,ANKUR SNOOT MINI LED OUTDOOR SPIKE LIGHT FOR FACADE OR GARDEN,₹ 800,//www.ankurlighting.com/cdn/shop/products/ankur-snoot-mini-led-outdoor-spike-light-for-facade-or-garden-ankur-lighting-1.jpg?v=1695132086&width=1250,Ankur Lighting,Aluminium,Dark Grey,Outdoor (Wet Rated),China,IP 54,12 Months,,80MM (0.26 feet.),60MM (0.2 feet.),LED COB,,,,,,,,5,180-220V,Download SpecSheet
architectural-lights,ANKUR PENCIL ROXX SLIM TUBE LED PENDANT LIGHT,"₹ 3,250",//www.ankurlighting.com/cdn/shop/products/ankur-pencil-roxx-slim-tube-led-pendant-light-ankur-lighting-1.jpg?v=1695131990&width=1250,Ankur Lighting,Metal,"Black, White, Chrome, Copper, Gold",Indoor (Dry Rated),India,IP 20,12 Months,Surface,600mm (2 FEET),40MM (0.132 FEET),LED COB,,,,,,,,6,,
architectural-lights,ANKUR DMNS RED CONE GLASS PENDANT LIGHT,"₹ 1,250",//www.ankurlighting.com/cdn/shop/products/ankur-dmns-red-cone-glass-pendant-light-ankur-lighting-1.jpg?v=1695131964&width=1250,Ankur Lighting,Glass,Red,Indoor (Dry Rated),,IP 20,12 Months,Surface,400MM (1.31 feet.),125MM (0.41 feet.),E27,,,,,,,,,,
architectural-lights,ANKUR SLOF IC FLOOR LAMP,"₹ 19,500",//www.ankurlighting.com/cdn/shop/products/ankur-slof-ic-floor-lamp-ankur-lighting-1.jpg?v=1695131616&width=1250,Ankur Lighting,Metal,Chrome,Indoor (Dry Rated),,,12 Months,Surface,1600MM (5.24 feet.),300MM (0.98 feet.),E27,,,,,,,,,,
architectural-lights,ANKUR DIVINE LED DOWNLIGHT,₹ 850,//www.ankurlighting.com/cdn/shop/products/ankur-divine-led-downlight-ankur-lighting-1.jpg?v=1695132484&width=1250,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),,IP 20,12 Months,Recess,60MM (0.2 feet.),175MM (0.57 feet.),LED SMD,170MM (0.56 feet.),170MM (0.56 feet.),Tunable 3CCT (3000K <-> 6500K),With Dimmable Driver (Optional),,,165MM (0.54 feet.),24,110-240V,Download SpecSheet
architectural-lights,ANKUR VALUE RECESS LED DOWNLIGHT,₹ 700,//www.ankurlighting.com/cdn/shop/products/ankur-value-recess-led-downlight-ankur-lighting-1.jpg?v=1695132709&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),India,IP 20,12 Months,Recess,90MM (0.29 feet),92MM (0.3 feet),LED COB,,,6500K,,,,82MM (0.26feet),12,180-240V,
architectural-lights,ANKUR VIVA LED PANLE LIGHT,₹ 695,//www.ankurlighting.com/cdn/shop/products/ankur-viva-led-panle-light-ankur-lighting-1.jpg?v=1695132555&width=2480,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),,IP 20,12 Months,Recess,,200,LED SMD,,,,,,,178MM (0.58 feet.),18,180-240V,
architectural-lights,ANKUR SCOPE CONTEMPORARY SINGLE AND TWIN RECESSED ADJUSTABLE LED DOWN LIGHT FRONT OPENABLE,"₹ 2,000",//www.ankurlighting.com/cdn/shop/files/ankur-scope-contemporary-single-and-twin-recessed-adjustable-led-down-light-front-openable-ankur-lighting-1.jpg?v=1695132942&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),India,IP 20,12 Months,Recess,80MM (0.26 Feet),110MM (0.36 feet),LED COB,167MM (0.54 Feet),88MM (0.28 Feet),6500K,,,,90MM (0.3 feet),,,Download SpecSheet
architectural-lights,ANKUR ASTRO LED TRACK LIGHT,"₹ 1,650",//www.ankurlighting.com/cdn/shop/products/ankur-astro-led-track-light-ankur-lighting-1.jpg?v=1695132851&width=1250,Ankur Lighting,Aluminium,Black With Rose Gold Reflector,Indoor (Dry Rated),,IP 20,12 Months,Surface,125MM (0.44 feet),85MM (2.8 feet),LED COB,,,6500K,With Dimmable Driver (Optional),,,,30,110-240V,
architectural-lights,ANKUR EURO BEND2 LED SURFACE DOWN LIGHT,"₹ 1,650",//www.ankurlighting.com/cdn/shop/products/ankur-euro-bend2-led-surface-down-light-ankur-lighting-1.jpg?v=1695132851&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),India,IP 20,12 Months,Surface,105MM (0.34 feet),Ø85MM (0.27 feet),LED COB,,,6500K,,,,Ø55mm (0.18 feet),18,220-240V,Download SpecSheet
architectural-lights,MUSHROOM HEAD TRIPOD TABLE LAMP,"₹ 9,850",//www.ankurlighting.com/cdn/shop/products/mushroom-head-tripod-table-lamp-ankur-lighting-1.jpg?v=1695132734&width=1250,Ankur Lighting,Metal,Golden,Indoor (Dry Rated),,IP 20,12 Months,Surface,600MM (1.97 feet.),300MM (0.98feet.),E27,,300MM (0.98 feet.),,,,,,,,
architectural-lights,ANKUR MAGNETIC LED TRACK LIGHT MAGLUX COLLECTION,"₹ 2,450",//www.ankurlighting.com/cdn/shop/files/ankur-magnetic-led-track-light-maglux-collection-ankur-lighting-1.jpg?v=1695132682&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),,IP 20,12 Months,,228MM (0.74 Feet),73MM (0.23 Feet),LED COB,80MM (0.26 Feet),,4000K,,,,,,,
architectural-lights,ANKUR IG TRICK 360 INDOOR/OUTDOOR LED LIGHT,"₹ 4,000",//www.ankurlighting.com/cdn/shop/files/ankur-ig-trick-360-indooroutdoor-led-light-ankur-lighting-1.webp?v=1695132461&width=1250,Ankur Lighting,Aluminium,"White, Black, Grey",,,,12 Months,Surface,168MM (0.55 Feet),60MM (0.19 Feet),LED COB,,,,,,,,9,AC100-240V,
architectural-lights,ANKUR TRAZER SIDE BOX LED TRACK LIGHT,"₹ 1,650",//www.ankurlighting.com/cdn/shop/products/ankur-trazer-side-box-led-track-light-ankur-lighting-1.jpg?v=1695132461&width=1250,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),India,IP 20,12 Months,Surface,130MM (0.43 feet.),83MM (0.27 feet.),LED COB,,,6500K,With Dimmable Driver (Optional),,,,30,110-240V,Download SpecSheet
architectural-lights,ANKUR GLO E-14 LED LAMP,₹ 245,//www.ankurlighting.com/cdn/shop/products/ankur-glo-e-14-led-lamp-ankur-lighting-1.jpg?v=1695132437&width=1250,Ankur Lighting,Glass,Clear,Indoor (Dry Rated),,IP 20,12 Months,Surface,(4.2 inch) 108,(1.5 inch) 38,E14,,,,,,,,4,220-240V,
architectural-lights,ANKUR BUCKET HANGING LIGHT,"₹ 6,450",//www.ankurlighting.com/cdn/shop/products/ankur-bucket-hanging-light-ankur-lighting-1.jpg?v=1695132437&width=1250,Ankur Lighting,Aluminium,Gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,260MM (0.85 feet.),440MM (1.44 feet.),E27,,,,,,,,,,
